scope;key;field;eng;cat;spa
DialogConcatenateTables;onlyRepeated;label;Concatenate only repeated columns;Concatente només repetir columnes;Concatenate solamente columnas repetidas
DialogUploadIC;geoInfo;title;Geographic information;Informació geogràfica;Información geográfica
DialogUploadIC;columns;title;Columns;Columnes;Columnas
DialogUploadIC;manually;title;Manually;Manualment;Manualmente
DialogUploadIC;dateColumn;title;Date column;Columna de data;Fecha columna
DialogUploadIC;column;title;Column;Columna;Columna
DialogUploadIC;license;label;License:;Llicència:;Licencia:
DialogUploadIC;xLongitude;label;X (longitude):;X (longitud):;X (longitud):
DialogUploadIC;yLatitude;label;Y (latitude):;Y (latitud):;Y (latitud):
DialogUploadIC;xMin;label;X minimum:;Mínim X:;X mínimo:
DialogUploadIC;xMax;label;X maximum:;Màxim X:;X máximo:
DialogUploadIC;yMin;label;Y minimum:;Mínim Y:;Y mínimo:
DialogUploadIC;yMax;label;Y maximum:;Màxim Y:;Y máximo:
DialogUploadIC;start;label;Start:;Inici:;Comienzo:
DialogUploadIC;end;label;End:;Final:;Fin:
DialogUploadIC;addGeojsonNode;label;Add GeoJSON node to check the result;Afegeix un node GeoJSON per comprovar el resultat;Añadir el nodo GeoJSON para comprobar el resultado
DialogUploadIC;cc0;option;Creative Commons Public domain 1.0 (CC0);Domini públic Creative Commons 1.0 (CC0);Creative Commons Public domain 1.0 (CC0)
DialogUploadIC;ccBy;option;Creative Commons Attribution 4.0 (CC BY);Creative Commons Attribution 4.0 (CC BY);Creative Commons Atribución 4.0 (CC BY)
DialogUploadIC;ccBySa;option;Creative Commons Attribution Share Alike 4.0 (BY-SA);Creative Commons Attribution Share Acom 4.0 (BY-SA);Creative Commons Atribución Compartir Igual 4.0 (BY-SA)
DialogUploadIC;ccByNd;option;Creative Commons Attribution No Derivatives 4.0 (BY-ND);Creative Commons Attribution Sense derivatiu 4.0;Creative Commons Atribución No Derivatives 4.0 (BY-ND)
DialogUploadIC;ccByNc;option;Creative Commons Attribution Non Commercial 4.0 (BY-NC);Creative Commons Attribution No comercial 4.0 (BY-NC);Creative Commons Atribución No Comercial 4.0 (BY-NC)
DialogUploadIC;ccByNcSa;option;Creative Commons Attribution Non Commercia Share Alike l4.0 (BY-NC-SA);Creative Commons Attribution Nomberencia com l4. 0 (BY-NC-SA);Creative Commons Atribución Non Commercia Compartir Igual l4.0 (BY-NC-SA)
DialogUploadIC;ccByNcNd;option;Creative Commons Attribution Non Commercial No Derivatives 4.0 (BY-NC-ND);Creative Commons Attribution Noruncitiu 4.0 (BY-NC-ND);Creative Commons Atribución No Comercial No Derivativos 4.0 (BY-NC-ND)
DialogUncertainty;temporalGrouping;title;Temporal grouping;Agrupació temporal;Grupo temporal
DialogUncertainty;positionalGrouping;title;Positional grouping;Agrupament posicional;Grupo de posición
DialogUncertainty;resultColumn;label;Result Column:;Columna del resultat:;Columna de resultados:
DialogUncertainty;column;text;Column:;Columna:;Columna:
DialogUncertainty;period;text;Period:;Període:;Período:
DialogUncertainty;timeUnit;text;Time unit:;Unitat de temps:;Unidad de tiempo:
DialogUncertainty;columnX;text;Column X:;Columna X:;Columna X:
DialogUncertainty;columnY;text;Column Y:;Columna Y:;Columna Y:
DialogUncertainty;distance;text;Distance:;Distància:;Distancia:
DialogUncertainty;years;label;Years;Anys;Años
DialogUncertainty;months;label;Months;Mesos;Meses
DialogUncertainty;days;label;Days;Dies;Días
DialogUncertainty;hours;label;Hours;Hores;Horas
DialogUncertainty;minutes;label;Minutes;Minuts;Minutes
DialogUncertainty;seconds;label;Seconds;Segons;Segundos
DialogSelectExpands;chooseEntities;title;Choose entities you want details (expand) and attributes to select;Escolliu entitats que voleu detalls (expand) i atributs a seleccionar;Elija las entidades que desea detalles (expand) y atributos para seleccionar
DialogFilterRowEntities;chooseWay;title;Choose the way to get to the Entity you want to filter;Escolliu la manera d' arribar a l' entitat que voleu filtrar;Elija la manera de llegar a la Entidad que desea filtrar
DialogSelectNRecords;numberRecords;label;Number records to request:;Nombre de registres a demanar:;Número de registros para solicitar:
DialogSelectSortBy;criteria;title;Select the criteria for sorting:;Seleccioneu els criteris per ordenar:;Seleccione los criterios para clasificar:
DialogSelectSortBy;ascending;label;ascending;ascendent;ascendente
DialogSelectSortBy;descending;label;descending;descendent;descendiendo
DialogSelectRangeSTA;skip;label;Number records to skip from the start:;Nombre de registres a saltar des del començament:;Número de registros para saltar desde el principio:
DialogSelectRangeSTA;request;label;Number records to request:;Nombre de registres a demanar:;Número de registros para solicitar:
DialogSelectResource;identifier;label;Identifier of resource to select:;Identificador del recurs a seleccionar:;Identificador de recursos para seleccionar:
DialogTableToolApiWarn;title;title;API data and table tools;Eines de dades i taula API;Datos de API y herramientas de tabla
DialogTableToolApiWarn;body;text;"You are using data that comes from an API service. Using the tool {0} will be applied directly on the loaded data and not through an API query. Do you want to switch to ""{1}""?";"Esteu usant dades que venen d' un servei API. Usar l' eina {0} S' aplicarà directament a les dades carregades i no a través d' una consulta API. Voleu canviar a ""{1}""?";"Usted está utilizando datos que provienen de un servicio API. Utilizando la herramienta {0} se aplicará directamente en los datos cargados y no a través de una consulta de API. ¿Quieres cambiar a ""{1}""?"
DialogTableToolApiWarn;yesRecommended;button;Yes — RECOMMENDED;SíCOMA RECOMES;Sí — RECOMENDADO
DialogTableToolApiWarn;noUseOnlyIf;button;No (use only if the API is not supporting the required filter);No (useu només si l' API no permet el filtre requerit);No (usar sólo si la API no está apoyando el filtro requerido)
DialogFilterRowsByTime;period;title;Period;Període;Período
DialogFilterRowsByTime;aggregateOptional;title;"To aggregate data by (Optional. Only available with ""Observations""):";"Per agregar dades (opció. Només disponible amb ""Obsertions""):";"Para agregar datos por (Opcional. Sólo disponible con ""Observaciones""):"
DialogFilterRowsByTime;property;label;Property:;Propietat:;Propiedad:
DialogFilterRowsByTime;from;label;From:;Des de:;De:
DialogFilterRowsByTime;to;label;To:;A:;A:
DialogFilterRowsByTime;aggregateBy;label;Aggregate data by:;Nombre de dades:;Datos desglosados por:
DialogFilterRowsByTime;year;option;Year;Any;Año
DialogFilterRowsByTime;month;option;Month;Mes;Mes
DialogFilterRowsByTime;day;option;Day;Dia;Día
DialogFilterRowsByTime;hour;option;Hour;Hora;Hora
DialogFilterRowsByTime;minute;option;Minute;Minut;Minute
DialogGeospatialFilterRowsByDistance;positionSource;title;Position source;Font de la posició;Fuente de la posición
DialogGeospatialFilterRowsByDistance;centerPoint;title;Center Point;Punt central;Center Point
DialogGeospatialFilterRowsByDistance;foiFeature;label;FeatureOfInterest-feature;Funcionalitat d' inversió;CaracterísticaDela naturaleza
DialogGeospatialFilterRowsByDistance;locationsLocation;label;Locations-location;Localitzacions;Ubicación
DialogGeospatialFilterRowsByDistance;coordX;label;Coordinate X:;Coordenades X:;Coordinar X:
DialogGeospatialFilterRowsByDistance;coordY;label;Coordinate Y:;Coordenades Y:;Coordinate Y:
DialogGeospatialFilterRowsByDistance;operator;label;Operator;Operador;Operador
DialogGeospatialFilterRowsByDistance;distance;label;Distance;Distància;Distancia
DialogJoinTables;rowMatching;title;Row matching fields;Fila coincident amb els camps;Campos de juego
DialogJoinTables;mergedNoMatch;title;Merged records that do not match;Els registres fusionats que no coincideixen;Registros fusionados que no coinciden
DialogJoinTables;discard;label;Discard;Descarta;Divulgación
DialogJoinTables;addFirst;label;Add records of 1st table;Afegeix registres de la taula 1r;Añada los registros de la primera tabla
DialogJoinTables;addBoth;label;Add records from both tables;Afegeix registres de les dues taules;Añada registros de ambas tablas
DialogJoinTables;noData;text;No data to show.;No hi ha dades a mostrar.;No hay datos que mostrar.
DialogJoinTables;twoTablesRequired;text;Two tables are required.;Calen dues taules.;Se necesitan dos tablas.
DialogContextMenu;nodeOperations;title;Node operations;Operacions de node;Operaciones de nodo
DialogContextMenu;remove;button;Remove;Elimina;Retirar
DialogContextMenu;rename;button;Rename;Reanomena;Rename
DialogContextMenu;removeHelp;help;Remove a node and any connection to previous nodes;Elimina un node i qualsevol connexió amb els nodes anteriors;Quitar un nodo y cualquier conexión con los nodos anteriores
DialogContextMenu;renameHelp;help;"Renames de node.<hr> You can change the text by default to make it more explainatory. Do not rename ""One Value"" or ""Count"" nodes.";"Reanomena del node.<hr> Podeu canviar el text per omissió per a fer- lo més explicacions. No reanomeneu ""Un valor"" o ""comtats.""";"Renames de node.<hr> Puede cambiar el texto por defecto para hacerlo más explicativo. No renombrar los nodos ""One Value"" o ""Count""."
DialogEdgeContextMenu;remove;button;Remove;Elimina;Retirar
DialogEdgeContextMenu;removeHelp;help;Remove a connection between two nodes;Elimina una connexió entre dos nodes;Eliminar una conexión entre dos nodos
DialogImportCSV;title;title;Import CSV file table;Importa la taula de fitxers CSV;Importar tabla de archivos CSV
DialogImportCSV;delimiter;title;Delimiter;Delimitador;Delimitador
DialogImportCSV;tab;label;Tab;Pestanya;Tab
DialogImportCSV;auto;label;Auto;Auto;Auto
DialogImportCSV;encoding;label;Encoding:;Codificació:;Codificación:
DialogImportCSV;firstLineNames;label;The first line contains field names;La primera línia conté noms de camp;La primera línea contiene nombres de campo
DialogImportCSV;importNumbersAsStrings;label;Import numbers as strings;Importa números com a cadenes;Importar números como cadenas
DialogImportCSV;meaningSource;title;Meaning source;Font mitjana;Fuente media
DialogImportCSV;none;label;None;Cap;Ninguno
DialogImportCSV;localCsvw;label;Local CSVW file:;Fitxer CSVW local:;Archivo local CSVW:
DialogImportCSV;csvwUrl;label;CSVW URL:;URL de CSVW:;URL de CSVW:
DialogImportCSV;autoMeaning;label;Automatic retrieve of shared meaning;Recuperació automàtica del significat compartit;Recuperación automática del significado compartido
DialogImportCSV;csvSource;title;CSV source;Font CSV;Fuente de CSV
DialogImportCSV;newBasedOnCsvw;label;New based on CSVW;Nova basada en CSVW;Nuevo basado en CSVW
DialogImportCSV;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportCSV;openCsv;button;Open CSV;Obre CSV;Open CSV
DialogImportCSV;noFileSelected;text;No file selected;No s' ha seleccionat cap fitxer;No se ha seleccionado ningún archivo
DialogImportCSV;url;label;URL:;URL:;URL:
DialogImportCSV;suggestedCsvUrls;label;Suggested CSV URLs:;URL CSV suggerides:;URLs CSV sugeridas:
DialogSaveTable;title;title;Save table;Desa la taula;Guardar la mesa
DialogSaveTable;csvCsvw;title;CSV+CSVW;CSV+CSVW;CSV+CSVW
DialogSaveTable;dbf;title;DBF;DBF;DBF
DialogSaveTable;csvDelimiter;label;CSV delimiter:;Delimitador CSV:;Delimitador CSV:
DialogSaveTable;forceExtendedDbf;label;Force extended DBF;Força la BD ampliada;Fuerza extendida
DialogSaveTable;saveCsv;button;Save CSV;Desa CSV;Guardar CSV
DialogSaveTable;saveCsvw;button;Save CSVW;Desa CSVW;Save CSVW
DialogSaveTable;saveDbf;button;Save DBF;Desa la BDF;Save DBF
DialogMeaningTable;heading;text;Column name, type, meaning and units;Nom de columna, tipus, significat i unitats;Nombre de columna, tipo, significado y unidades
DialogImportGeoJSON;title;title;Import GeoJSON;Importa GeoJSON;Import GeoJSON
DialogImportGeoJSON;meaningSource;title;Meaning source;Font mitjana;Fuente media
DialogImportGeoJSON;localSchema;label;Local GeoJSON schema file:;Fitxer d' esquema local GeoJSON:;Local GeoJSON schema file:
DialogImportGeoJSON;schemaUrl;label;GeoJSON schema URL:;URL de l' esquema GeoJSON:;GeoJSON schema URL:
DialogImportGeoJSON;autoMeaning;label;Automatic retrieve of shared meaning;Recuperació automàtica del significat compartit;Recuperación automática del significado compartido
DialogImportGeoJSON;geojsonSource;title;GeoJSON source;Font GeoJSON;GeoJSON source
DialogImportGeoJSON;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportGeoJSON;url;label;URL:;URL:;URL:
DialogImportGeoJSON;suggestedUrls;label;Suggested GeoJSON URLs:;URL suggerides de GeoJSON:;URLs de GeoJSON:
DialogImportGeoJSON;externalDataFrom;label;External data from:;Dades externes de:;Datos externos de:
DialogImportDBF;title;title;Import dBASE III+, IV and MiraMon DBF Extended;Importa dBASE III+, IV i MiraMon DBF ampliat;Importe dBASE III+, IV y MiraMon DBF extendido
DialogImportDBF;source;title;DBF source;Font DBF;DBF source
DialogImportDBF;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportDBF;url;label;URL:;URL:;URL:
DialogImportGPKG;title;title;Import Geopackage;Importa un paquet Geo;Import Geopackage
DialogImportGPKG;source;title;Geopackage source;Font Geopackage;Geopackage source
DialogImportGPKG;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportGPKG;url;label;URL:;URL:;URL:
DialogImportJSONLD;title;title;Import JSON-LD;Importa el JSON-LD;Importación JSON-LD
DialogImportJSONLD;include;title;Include;Inclou;Incluido
DialogImportJSONLD;addGeometry;label;Add geometry;Afegeix geometria;Agregar geometría
DialogImportJSONLD;addObservations;label;Add observations;Afegeix observacions;Add observations
DialogImportJSONLD;sometimesTooBig;text;(Sometimes is too big to be imported);(De vegades és massa gran per importar);(A veces es demasiado grande para ser importado)
DialogImportJSONLD;forcesDuplicateGeom;text;(Forces to duplicate the geometry, if included);(Força per duplicar la geometria, si és inclòs);(Forces to duplicate the geometry, if included)
DialogImportJSONLD;source;title;JSON-LD source;Font de JSON-LD;JSON-LD source
DialogImportJSONLD;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportJSONLD;url;label;URL:;URL:;URL:
DialogImportJSON;title;title;Import JSON;Importa a JSON;Importación JSON
DialogImportJSON;source;title;JSON source;Font JSON;JSON source
DialogImportJSON;localFile;label;Local file:;Fitxer local:;Archivo local:
DialogImportJSON;urlSingle;label;URL single:;URL individual:;URL single:
DialogImportJSON;urlList;label;URL list:;Llista d' URL:;Lista URL:
DialogImportJSON;separatedByComma;text;Separated by comma;Separat per coma;Separado por coma
DialogSaveLayer;saveAsGeojson;title;Save table as GeoJSON;Desa la taula com a GeoJSON;Guardar tabla como GeoJSON
DialogSaveLayer;openMapBrowser;title;Open in the Map Browser;Obre al navegador de mapes;Abrir en el navegador de mapa
DialogSaveLayer;saveGeojson;button;Save GeoJSON;Desa el GeoJSON;Save GeoJSON
DialogSaveLayer;titleField;label;Title:;Títol:;Título:
DialogSaveLayer;position;title;Position:;Posició:;Posición:
DialogSaveLayer;symbolizer;label;Symbolizer (text or color)*:;Símbol (text o color) *:;Símbolo (texto o color)*:
DialogSaveLayer;geometryStar;title;Geometry*:;Geometria *:;Geometría*:
DialogSaveLayer;geometry;label;Geometry:;Geometria:;Geometría:
DialogSaveLayer;dggs;label;DGGS:;DGGS:;DGS:
DialogSaveLayer;zoneId;label;Zone id:;ID de la zona:;Zona id:
DialogSaveLayer;pointCoordinates;label;Point coordinates:;Coordenades de punt:;Coordenadas de puntos:
DialogSaveLayer;longitude;label;Longitude:;Longitud:;Longitud:
DialogSaveLayer;latitude;label;Latitude:;Latitud:;Latitud:
DialogSaveLayer;timeSeries;title;Time Series (optional);Sèries horàries (opcional);Series temporales (opcional)
DialogSaveLayer;dateAndTime;label;Date and time:;Data i hora:;Fecha y hora:
DialogSaveLayer;fieldN;label;Field {0}:;Camp {0}:;Campo {0}:
DialogAddColumnPnt;input;title;Input;Entrada;Input
DialogAddColumnPnt;output;title;Output;Sortida;Producto
DialogAddColumnPnt;type;title;Type:;Tipus:;Tipo:
DialogAddColumnPnt;newColumnNames;title;New column name(s);Nou nom de columna(s);Nuevo nombre de columna(s)
DialogAddColumnPnt;geojsonGeometry;label;GeoJSON Geometry:;GeoJSON Geometria:;Geometría GeoJSON:
DialogAddColumnPnt;wkt;label;Well Known Text:;Text conegut:;Texto bien conocido:
DialogAddColumnPnt;dggs;label;DGGS:;DGGS:;DGS:
DialogAddColumnPnt;zoneId;label;Zone id:;ID de la zona:;Zona id:
DialogAddColumnPnt;pointCoordinates;label;Point coordinates:;Coordenades de punt:;Coordenadas de puntos:
DialogAddColumnPnt;crs;label;CRS:;CRS:;CRS:
DialogAddColumnPnt;xOrLon;label;X or Longitude:;X o longitud:;X o Longitud:
DialogAddColumnPnt;yOrLat;label;Y or Latitude:;Y o Latitud:;Y o Latitud:
DialogAddColumnPnt;columnName;label;Column name:;Nom de la columna:;Nombre de columna:
DialogAddColumnBBox;input;title;Input;Entrada;Input
DialogAddColumnBBox;output;title;Output;Sortida;Producto
DialogAddColumnBBox;type;title;Type:;Tipus:;Tipo:
DialogAddColumnBBox;newColumnNames;title;New column name(s);Nou nom de columna(s);Nuevo nombre de columna(s)
DialogAddColumnBBox;geojsonGeometry;label;GeoJSON Geometry:;GeoJSON Geometria:;Geometría GeoJSON:
DialogAddColumnBBox;wkt;label;Well Known Text:;Text conegut:;Texto bien conocido:
DialogAddColumnBBox;coordinates;label;Coordinates:;Coordenades:;Coordenadas:
DialogAddColumnBBox;crs;label;CRS:;CRS:;CRS:
DialogAddColumnBBox;minX;label;Minimum X or Longitude:;Longitud mínima X o longitud:;Mínimo X o Longitud:
DialogAddColumnBBox;minY;label;Minimum Y or Latitude:;Mínim Y o latitud:;Mínimo Y o Latitud:
DialogAddColumnBBox;maxX;label;Maximum X or Longitude:;Longitud màxima X o longitud:;Máximo X o Longitud:
DialogAddColumnBBox;maxY;label;Maximum Y or Latitude:;Màxim Y o latitud:;Máximo Y o Latitud:
DialogAddColumnBBox;columnName;label;Column name:;Nom de la columna:;Nombre de columna:
DialogAddColumnBBox;pointCoordinates;label;Point coordinates;Coordenades de punt;Coordenadas de puntos
DialogDGGSCodesBbox;extent;title;Geospatial extent;Distància geospatial;Alcance geoespacial
DialogDGGSCodesBbox;minLon;label;Minimum longitude:;Longitud mínima:;Longitud mínima:
DialogDGGSCodesBbox;minLat;label;Minimum latitude:;Latitud mínima:;Latitud mínima:
DialogDGGSCodesBbox;maxLon;label;Maximum longitude:;Longitud màxima:;Longitud máxima:
DialogDGGSCodesBbox;maxLat;label;Maximum latitude:;Latitud màxima:;Latitud máxima:
DialogDGGSCodesBbox;dggs;label;DGGS:;DGGS:;DGS:
DialogDGGSCodesBbox;level;label;Level:;Nivell:;Nivel:
DialogDGGSCodesBbox;parentLevels;label;Parent levels;Nivells pares;Niveles de paridad
DialogDGGSCodesBbox;addCentroid;label;Add centroid coordinates;Afegeix coordenades d'Android;Agregar coordenadas centroide
DialogCreateNewTable;listColumns;label;List of columns (separed by comas):;Llista de columnes (separades per comas):;Lista de columnas (separadas por comas):
DialogGUF;target;title;Target:;Objectiu:;Meta:
DialogGUF;titleMandatory;label;Title (mandatory to add) :;Títol (ordenatori a afegir):;Título (mandatorio a añadir) :
DialogGUF;code;label;Code*:;Codi *:;Código*:
DialogGUF;codespace;label;Codespace*:;Espai de codi *:;Codespace*:
DialogGUF;addFeedback;button;Add feedback;Afegeix confirmació;Agregar comentarios
DialogGUF;editPrevious;button;Edit previous feedback;Edita la confirmació anterior;Editar información anterior
DialogGUF;getFeedback;button;Get feedback;Obtén confirmació;Obtenga información
DialogGUF;mandatoryNote;text;(mandatory to add);(s' ha d' afegir);(mandatario para añadir)
DialogScatterPlot;strangeBehavior;text;If your graph presents a strange behavior, try sorting the data by the column used on the X axis.;Si el vostre gràfic presenta un comportament estrany, intenteu ordenar les dades de la columna usada a l' eix X.;Si su gráfico presenta un comportamiento extraño, intente ordenar los datos por la columna utilizada en el eje X.
DialogScatterPlot;graphicConfig;title;Graphic configuration;Configuració gràfica;Configuración gráfica
DialogScatterPlot;graphicTitle;label;Graphic title:;Títol Graphic:;Título gráfico:
DialogScatterPlot;xAxis;title;X axis;Eix X;X eje
DialogScatterPlot;yAxis;title;Y axis;Eix Y;Y axis
DialogScatterPlot;label;label;Label:;Etiqueta:;Label:
DialogScatterPlot;dataTimeTicks;label;Data time ticks interval:;Interval de marques de temps de dades:;intervalo de tiempo de datos:
DialogScatterPlot;sortByX;label;Sort values by X;Ordena els valors per X;Valores clasificados por X
DialogScatterPlot;leftLabel;label;Left label:;Etiqueta esquerra:;Etiquetas:
DialogScatterPlot;rightLabel;label;Right label:;Etiqueta correcta:;Marca derecha:
DialogBarPlot;plotType;title;Plot type:;Tipus de gràfic:;Tipo de parcela:
DialogBarPlot;axes;title;Axes:;Eixos:;Axes:
DialogBarPlot;bar;label;Bar;Barra;Bar
DialogBarPlot;pie;label;Pie;Sector;Pie
DialogBarPlot;categories;label;Categories:;Categories:;Categorías:
DialogBarPlot;classification;label;Classification (optional):;Classificació (opcional):;Clasificación (opcional):
DialogBarPlot;values;label;Values:;Valors:;Valores:
DialogBarPlot;variableName;label;Variable name (optional):;Nom de la variable (opcional):;Nombre variable (opcional):
DialogRadarPlot;title;title;Radar plot;Radar plot;Parcela Radar
DialogRadarPlot;noData;text;No data to show.;No hi ha dades a mostrar.;No hay datos que mostrar.
DialogRadarPlot;dataLayout;title;Data layout:;Disposició de dades:;Diseño de datos:
DialogRadarPlot;wideTable;title;Wide table:;Taula ampla:;Mesa ampliada:
DialogRadarPlot;longTable;title;Long table:;Taula llarga:;Mesa larga:
DialogRadarPlot;seriesMode;title;Series mode:;Mode de sèrie:;Modo de serie:
DialogRadarPlot;options;title;Options:;Opcions:;Opciones:
DialogRadarPlot;columnsAsAxes;label;Columns as axes;Columnes com eixos;Columnas como ejes
DialogRadarPlot;categoriesAsAxes;label;Categories as axes;Categories com a eixos;Categorías como ejes
DialogRadarPlot;itemColumn;label;Item column (city, name...):;Columna de l' element (ciutat, nom...):;Columna del artículo (ciudad, nombre...):
DialogRadarPlot;numericColumns;label;Numeric columns (radar axes):;Columnes numèriques ( eixos ardar):;Columnas numéricas ( ejes radar):
DialogRadarPlot;categories;label;Categories:;Categories:;Categorías:
DialogRadarPlot;all;label;All;Tot;Todos
DialogRadarPlot;series;label;Series;Sèrie;Serie
DialogRadarPlot;normalize;label;Normalize values (0-100);Normalitza els valors (0- 100);Normalizar los valores (0-100)
DialogRadarPlot;fillArea;label;Fill area;Àrea de farciment;Zona de carga
DialogRadarPlot;beginAtZero;label;Begin at zero;Comença a zero;Empieza a cero
DialogRadarPlot;graphicTitle;label;Graphic title:;Títol Graphic:;Título gráfico:
DialogRadarPlot;savePng;button;Save as PNG;Desa com a PNG;Guardar como PNG
DialogImageViewer;imageSources;title;Image Sources:;Fonts d' imatge:;Fuentes de imagen:
DialogImageViewer;imageUrl;label;Image URL:;URL de la imatge:;URL de imagen:
DialogImageViewer;label;label;Label:;Etiqueta:;Label:
DialogImageViewer;imageSize;label;Image size (px):;Mida de la imatge (px):;Tamaño de la imagen (px):
DialogOneValue;noData;text;No data to show.;No hi ha dades a mostrar.;No hay datos que mostrar.
DialogOneValue;selectValue;text;Select value to see the last value;Seleccioneu el valor per veure l' últim valor;Seleccione el valor para ver el último valor
DialogOneValue;variable;label;Variable:;Variable:;Variable:
DialogOneValue;alertingValue;label;Alerting value (optional):;Valor d' avís (opcional):;Valor de alerta (opcional):
DialogOneValue;observationTime;label;Observation time:;Temps d' observació:;Tiempo de observación:
DialogOneValue;refreshTime;label;Refresh time ( not applicable with WebSub enabled ):;Temps de refresc (no aplicable amb WebSub habilitat):;Tiempo de referencia (no aplicable con WebSub habilitado ):
DialogOneValue;seconds;text;seconds;segons;segundos
DialogOneValue;stopRefresh;button;Stop refresh;Atura el refresc;Deja de refrescar
DialogCountResults;refreshTime;label;Refresh time:;Temps de refresc:;Tiempo de referencia:
DialogCountResults;seconds;text;seconds;segons;segundos
DialogCountResults;stopRefresh;button;Stop refresh;Atura el refresc;Deja de refrescar
DialogUploadObservations;position;title;Position:;Posició:;Posición:
DialogUploadObservations;eachRowFoi;label;Each row represents a feature of interest with several observed properties;Cada fila representa una característica d' interès amb diverses propietats registrades;Cada fila representa una característica de interés con varias propiedades observadas
DialogUploadObservations;severalPropsSingleCol;label;Several observed properties of the same feature in a single column and in multiple rows;Diverses propietats observades de la mateixa característica en una única columna i en múltiples files;Varias propiedades observadas de la misma característica en una sola columna y en varias filas
DialogUploadObservations;placeDescription;label;Place description:;Descripció del lloc:;Descripción del lugar:
DialogUploadObservations;longitude;label;Longitude:;Longitud:;Longitud:
DialogUploadObservations;latitude;label;Latitude:;Latitud:;Latitud:
DialogUploadObservations;dateAndTime;label;Date and time:;Data i hora:;Fecha y hora:
DialogUploadObservations;sensorInstance;label;Sensor instance id or name:;Id o nom de la instància del sensor:;Caso de sensor id o nombre:
DialogUploadObservations;sensorReference;label;Sensor reference or type:;Referència del sensor o tipus:;Referencia o tipo de sensor:
DialogUploadObservations;staServiceUrl;label;STA service URL:;URL del servei STEA:;URL de servicio STA:
DialogCompleteness;title;title;Completeness;Totalitat;Completeness
DialogCompleteness;omission;title;Omission;Omissió;Omisión
DialogCompleteness;commissionDup;title;Commission (duplicates);Comissió (duplicates);Comisión (duplica)
DialogCompleteness;commissionExcess;title;Commission excess;Excés de la Comissió;Exceso de la Comisión
DialogCompleteness;flagBad;label;Flag the bad records (true/false);Marca els mals registres (true/false);Marcar los registros malos (true/false)
DialogCompleteness;treatCaseIdentical;label;Treat uppercase and lowercase as identical;Tracta majúscules i minúscules com a idèntiques;Treat topcase and lowercase as identical
DialogCompleteness;expectedRecords;label;Expected records:;Fitxers esperats:;Registros previstos:
DialogFormatConsistency;title;title;Format consistency;Formata la consistència;Congruencia de formato
DialogFormatConsistency;format;title;Format;Format;Formato
DialogFormatConsistency;column;label;Column:;Columna:;Columna:
DialogFormatConsistency;date;label;Date;Data;Fecha
DialogFormatConsistency;isoPattern;label;ISO 8601 pattern:;Patró ISO 8601:;Patrón ISO 8601:
DialogFormatConsistency;time;label;Time;Temps;Hora
DialogFormatConsistency;patternTime;label;Pattern:;Patró:;Patrón:
DialogFormatConsistency;coordinates;label;Coordinates;Coordenades;Coordinaciones
DialogFormatConsistency;telephone;label;Telephone;Telèfon;Teléfono
DialogFormatConsistency;specificPrefix;label;Specific prefix;Prefix específic;Prefijo específico
DialogFormatConsistency;prefixLength;label;Prefix length (digits);Longitud del prefix (digits);Longitud del prefijo (digits)
DialogFormatConsistency;digitsAfterPrefix;label;Digits after prefix:;Dígits després del prefix:;Digits after prefix:
DialogFormatConsistency;email;label;Email;Correu electrònic;Email
DialogFormatConsistency;uuid;label;UUID identification;Identificació UUID;Identificación UUID
DialogFormatConsistency;also32Digits;label;Also accept 32 digits without hyphens;Accepta també 32 dígits sense guions;También acepta 32 dígitos sin hyphens
DialogFormatConsistency;decimalPoint;label;Decimal point (not comma);Punt decimal (no coma);Punto decimal (no coma)
DialogFormatConsistency;customPattern;label;Custom pattern;Patró personalitzat;Patrón personalizado
DialogFormatConsistency;letterAZ;button;A–Z;AzuzZ;A-Z
DialogFormatConsistency;digit09;button;0–9;99;0 a 9
DialogFormatConsistency;letterOrDigit;button;A/9;A/ 9;A/9
DialogFormatConsistency;any;button;Any;Qualsevol;Cualquier
DialogFormatConsistency;letter;button;Letter;Carta;Carta
DialogFormatConsistency;digit;button;Digit;Dígits;Digit
DialogFormatConsistency;range;button;Range;Interval;Rango
DialogFormatConsistency;repeatPiece;label;Repeat the next piece this many times;Repeteix la següent peça tants cops;Repita la siguiente pieza muchas veces
DialogFormatConsistency;anyLetter;label;Any letter;Qualsevol lletra;Cualquier carta
DialogFormatConsistency;anyDigit;label;Any digit;Qualsevol dígit;Cualquier dígito
DialogFormatConsistency;letterOrDigitLbl;label;Letter or digit;Carta o dígit;Carta o dígito
DialogFormatConsistency;anyCharacter;label;Any character;Qualsevol caràcter;Cualquier personaje
DialogFormatConsistency;hyphen;label;Hyphen;Parteix;Hyphen
DialogFormatConsistency;dot;label;Dot;Punt;Dot
DialogFormatConsistency;specificLetter;label;Specific letter;lletra específica;Carta específica
DialogFormatConsistency;specificDigit;label;Specific digit;dígit específic;dígito específico
DialogFormatConsistency;intervalFrom;label;Interval from;Interval des de;Interval desde
DialogFormatConsistency;intervalTo;label;Interval to;Interval a;Interval a
